FEN,GameNumber,Move,MoveNumber,Side
rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR,462,e4,1,white
rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR,463,d4,1,white
rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR,464,e4,1,white
rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR,465,d4,1,white
rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R,466,Nf3,1,white
rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR,467,c4,1,white
rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR,468,c4,1,white
rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR,469,d4,1,white
rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR,470,e4,1,white
rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR,471,d4,1,white
rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR,472,e4,1,white
rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR,473,d4,1,white
rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR,474,c4,1,white
rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR,475,d4,1,white
rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR,476,d4,1,white
rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR,477,c4,1,white
rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR,478,e4,1,white
rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR,479,c4,1,white
rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR,480,e4,1,white
rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR,481,c4,1,white
rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR,482,e4,1,white
rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR,483,c4,1,white
rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR,484,e4,1,white
rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR,485,c4,1,white
